#virus-ID,virus-name,virus-protein
41856,Hepatitis C virus genotype 1|Hepatitis C virus 1|Hepatitis C virus type 1|hepatitis C virus 1 HCV 1,NP|NP_751919
41856,Hepatitis C virus genotype 1|Hepatitis C virus 1|Hepatitis C virus type 1|hepatitis C virus 1 HCV 1,NP|NP_751925
41856,Hepatitis C virus genotype 1|Hepatitis C virus 1|Hepatitis C virus type 1|hepatitis C virus 1 HCV 1,NP|NP_751926
41856,Hepatitis C virus genotype 1|Hepatitis C virus 1|Hepatitis C virus type 1|hepatitis C virus 1 HCV 1,NP|NP_751923
41856,Hepatitis C virus genotype 1|Hepatitis C virus 1|Hepatitis C virus type 1|hepatitis C virus 1 HCV 1,NP|NP_751928
644788,Influenza A virus (A/Vietnam/1194/2004(H5N1))|Influenza A virus (A/Viet Nam/1194/2004(H5N1)),Q6DP94|Q6DP94_9INFA
644788,Influenza A virus (A/Vietnam/1194/2004(H5N1))|Influenza A virus (A/Viet Nam/1194/2004(H5N1)),Q6DP93|Q6DP93_9INFA
11276,Vesicular stomatitis virus|vesicular stomatitis virus VSV|vesicular stomatitis virus- VSV,Q89027|Q89027_9RHAB
442553,Influenza A virus (A/migratory duck/Hong Kong/MPS180/2003(H4N6)),A6YJF2|A6YJF2_9INFA
11622,Lassa virus Josiah|Lassa virus (strain Josiah)|Lassa virus strain Josiah,Z|Z_LASSJ
82830,Epstein-barr virus strain ag876,GP42|GP42_EBVA8
82830,Epstein-barr virus strain ag876,TEG7|TEG7_EBVA8
82830,Epstein-barr virus strain ag876,ITP|ITP_EBVA8
82830,Epstein-barr virus strain ag876,BLLF2|BLLF2_EBVA8
82830,Epstein-barr virus strain ag876,Q1HVD6|Q1HVD6_EBVA8
82830,Epstein-barr virus strain ag876,RTA|RTA_EBVA8
82830,Epstein-barr virus strain ag876,EBNA4|EBNA4_EBVA8
82830,Epstein-barr virus strain ag876,A0A1P7U033|A0A1P7U033_EBVA8
82830,Epstein-barr virus strain ag876,BNL2B|BNL2B_EBVA8
82830,Epstein-barr virus strain ag876,GB|GB_EBVA8
82830,Epstein-barr virus strain ag876,BARF1|BARF1_EBVA8
82830,Epstein-barr virus strain ag876,BTRF1|BTRF1_EBVA8
82830,Epstein-barr virus strain ag876,CEP2|CEP2_EBVA8
82830,Epstein-barr virus strain ag876,EAR|EAR_EBVA8
82830,Epstein-barr virus strain ag876,LF2|LF2_EBVA8
82830,Epstein-barr virus strain ag876,CVC2|CVC2_EBVA8
82830,Epstein-barr virus strain ag876,UL92|UL92_EBVA8
82830,Epstein-barr virus strain ag876,BDLF2|BDLF2_EBVA8
82830,Epstein-barr virus strain ag876,DUT|DUT_EBVA8
82830,Epstein-barr virus strain ag876,GN|GN_EBVA8
82830,Epstein-barr virus strain ag876,BZLF1|BZLF1_EBVA8
82830,Epstein-barr virus strain ag876,KITH|KITH_EBVA8
82830,Epstein-barr virus strain ag876,ICP27|ICP27_EBVA8
82830,Epstein-barr virus strain ag876,EBNA6|EBNA6_EBVA8
82830,Epstein-barr virus strain ag876,EBNA3|EBNA3_EBVA8
82830,Epstein-barr virus strain ag876,BLRF2|BLRF2_EBVA8
82830,Epstein-barr virus strain ag876,DNBI|DNBI_EBVA8
82830,Epstein-barr virus strain ag876,EBNA2|EBNA2_EBVA8
82830,Epstein-barr virus strain ag876,EBNA1|EBNA1_EBVA8
82830,Epstein-barr virus strain ag876,LMP2|LMP2_EBVA8
82830,Epstein-barr virus strain ag876,LMP1|LMP1_EBVA8
82830,Epstein-barr virus strain ag876,RIR2|RIR2_EBVA8
82830,Epstein-barr virus strain ag876,KR2|KR2_EBVA8
82830,Epstein-barr virus strain ag876,LTP|LTP_EBVA8
82830,Epstein-barr virus strain ag876,BNL2A|BNL2A_EBVA8
82830,Epstein-barr virus strain ag876,GP350|GP350_EBVA8
82830,Epstein-barr virus strain ag876,CEP1|CEP1_EBVA8
82830,Epstein-barr virus strain ag876,EBNA5|EBNA5_EBVA8
82830,Epstein-barr virus strain ag876,BRRF1|BRRF1_EBVA8
82830,Epstein-barr virus strain ag876,IL10H|IL10H_EBVA8
82830,Epstein-barr virus strain ag876,MTP|MTP_EBVA8
82830,Epstein-barr virus strain ag876,NEC1|NEC1_EBVA8
82830,Epstein-barr virus strain ag876,GL|GL_EBVA8
82830,Epstein-barr virus strain ag876,GM|GM_EBVA8
82830,Epstein-barr virus strain ag876,TRM3|TRM3_EBVA8
11714,Human immunodeficiency virus type 2 (ISOLATE BEN),TAT|TAT_HV2BE
11714,Human immunodeficiency virus type 2 (ISOLATE BEN),GAG|GAG_HV2BE
11714,Human immunodeficiency virus type 2 (ISOLATE BEN),VPX|VPX_HV2BE
11714,Human immunodeficiency virus type 2 (ISOLATE BEN),NEF|NEF_HV2BE
382855,Influenza A virus (A/swine/Wisconsin/1/1967(H1N1)),M1|M1_I67A2
31530,Myxoma virus (strain Lausanne),M11L|M11L_MYXVL
31530,Myxoma virus (strain Lausanne),MT5|MT5_MYXVL
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_789739
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_705926
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_789740
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_705927
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_705928
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_579876
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_579894
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_579883
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_579895
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_579880
11676,Human immunodeficiency virus 1|HIV-1|HIV|HIV1|LAV-1|Human immunodeficiency virus type 1|human immunodeficiency virus 1 HIV-1|human immunodeficiency virus HIV-1|human immunodeficiency virus type 1 HIV 1|human immunodeficiency virus type 1 HIV-1|human immunodeficiency virus type 1 HIV1|human immunodeficiency virus type 1- HIV-1|human immunodeficiency virus type I HIV-1|human immunodeficiency virus type-1 HIV-1|human immunodeficiency virus-1 HIV-1|AIDS virus,NP|NP_579881
11670,Equine infectious anemia virus (CLONE 1369),GAG|GAG_EIAV9
251307,Influenza A virus (A/chicken/Netherlands/1/03(H7N7)),Q6VE52|Q6VE52_9INFA
11927,Human T-cell lymphotrophic virus type 1 (Caribbean isolate)|Human T-cell leukemia virus type I (Caribbean isolate),GAG|GAG_HTL1C
11927,Human T-cell lymphotrophic virus type 1 (Caribbean isolate)|Human T-cell leukemia virus type I (Caribbean isolate),TAX|TAX_HTL1C
11927,Human T-cell lymphotrophic virus type 1 (Caribbean isolate)|Human T-cell leukemia virus type I (Caribbean isolate),ENV|ENV_HTL1C
11927,Human T-cell lymphotrophic virus type 1 (Caribbean isolate)|Human T-cell leukemia virus type I (Caribbean isolate),REX|REX_HTL1C
32606,Rabbitpox virus,Q6RZE7|Q6RZE7_9POXV
88776,Influenza A virus (A/Brevig Mission/1/1918(H1N1))|Influenza A virus (A/BREVIG MISSION/1/18 (H1N1))|Influenza A virus (A/Brevig Mission/1/1918 (H1N1))|Influenza A virus (A/Brevig_Mission/1/18(H1N1))|Influenza A virus (A/Brevig_Mission/1/1918(H1N1)),NS1|NS1_I18A0
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF11|ORF11_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),GM|GM_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),K7|K7_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF4|ORF4_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),LANA1|LANA1_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),MIR1|MIR1_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),TYSY|TYSY_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF10|ORF10_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),MCP|MCP_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),K42|K42_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),RIR2|RIR2_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),MIR2|MIR2_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VIRF1|VIRF1_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ARBH|ARBH_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),DNBI|DNBI_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VMI2|VMI2_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),UL92|UL92_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),GB|GB_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VFLIP|VFLIP_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),UNG|UNG_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),KBZIP|KBZIP_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),TRX1|TRX1_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF48|ORF48_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VPK|VPK_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VCCL3|VCCL3_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VGPCR|VGPCR_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),K15|K15_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF58|ORF58_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),DYR|DYR_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VIL6|VIL6_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),OX2V|OX2V_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ICP27|ICP27_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),SCAF|SCAF_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),VCYCL|VCYCL_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF24|ORF24_HHV8P
868565,Human herpesvirus 8 strain GK18|Human herpesvirus 8 (strain GK18),ORF50|ORF50_HHV8P
10360,Human herpesvirus 5 strain AD169|Human cytomegalovirus (strain AD169)|Human herpesvirus 5 (strain AD169),ICP27|ICP27_HCMVA
10360,Human herpesvirus 5 strain AD169|Human cytomegalovirus (strain AD169)|Human herpesvirus 5 (strain AD169),NEC2|NEC2_HCMVA
10360,Human herpesvirus 5 strain AD169|Human cytomegalovirus (strain AD169)|Human herpesvirus 5 (strain AD169),UL84|UL84_HCMVA
10360,Human herpesvirus 5 strain AD169|Human cytomegalovirus (strain AD169)|Human herpesvirus 5 (strain AD169),VIE2|VIE2_HCMVA
31520,Equine herpesvirus type 1 (strain AB4P),ICP27|ICP27_EHV1B
129951,Human mastadenovirus C|HAdV-C|Human adenovirus C,J9Z5B4|J9Z5B4_9ADEN
31552,Human papillomavirus type 6|human papillomavirus type 6 HPV-6,E7BBT6|E7BBT6_9PAPI
31552,Human papillomavirus type 6|human papillomavirus type 6 HPV-6,Q9QLP4|Q9QLP4_9PAPI
31552,Human papillomavirus type 6|human papillomavirus type 6 HPV-6,Q77UU1|Q77UU1_9PAPI
31552,Human papillomavirus type 6|human papillomavirus type 6 HPV-6,Q77UU2|Q77UU2_9PAPI
284213,Influenza A virus (A/Qa/Thailand/57/2004(H5N1)),Q6DPA0|Q6DPA0_9INFA
1980494,Tula orthohantavirus|Tula hantavirus|Tula virus,Q88918|Q88918_9VIRU
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),EBNA1|EBNA1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),GP350|GP350_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),EBNA3|EBNA3_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),GL|GL_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),ITP|ITP_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),RTA|RTA_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),DNBI|DNBI_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),BNL2B|BNL2B_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),UL24|UL24_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),LTP|LTP_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),KITH|KITH_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),TRX2|TRX2_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),LMP1|LMP1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),EBNA5|EBNA5_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),ICP27|ICP27_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),EBNA6|EBNA6_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),EBNA2|EBNA2_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),BILF1|BILF1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),EBNA4|EBNA4_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),BDLF3|BDLF3_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),BTRF1|BTRF1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),GP42|GP42_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),LMP2|LMP2_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),GM|GM_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),BLLF2|BLLF2_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),RPMS1|RPMS1_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),GB|GB_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),PRIM|PRIM_EBVB9
10377,Human herpesvirus 4 strain B95-8|Human herpesvirus 4 (strain B95-8),BZLF1|BZLF1_EBVB9
333761,Human papillomavirus type 18|Human papilloma virus type 18,VE1|VE1_HPV18
333761,Human papillomavirus type 18|Human papilloma virus type 18,Q76Z97|Q76Z97_HPV18
333761,Human papillomavirus type 18|Human papilloma virus type 18,VL1|VL1_HPV18
333761,Human papillomavirus type 18|Human papilloma virus type 18,VE6|VE6_HPV18
333761,Human papillomavirus type 18|Human papilloma virus type 18,VE7|VE7_HPV18
333761,Human papillomavirus type 18|Human papilloma virus type 18,VE5|VE5_HPV18
11059,Dengue virus 1 Nauru/West Pac/1974|Dengue virus type 1 (strain Western Pacific)|Dengue virus type 1 Nauru/West Pac/1974,POLG|POLG_DEN1W
11589,Rift valley fever virus (STRAIN ZH-548 M12),NSS|NSS_RVFVZ
10527,Human adenovirus D9|Adenovirus type 9|Human adenovirus 9|Human adenovirus type 9|Mastadenovirus 9|Mastadenovirus h9,Q91CB6|Q91CB6_ADE09
383596,Influenza A virus (A/Beijing/39/1975(H3N2))|Influenza A virus (A/Beijing/39/75(H3N2 ))|Influenza A virus (A/Beijing/39/75(H3N2))|Influenza A virus (A/Beijing/39/75)|Influenza A virus (strain A/Beijing/39/75),PA|PA_I75A0
928314,Yaba monkey tumor virus strain VR587|Yaba monkey tumor virus (strain VR587),Q6TUZ6|Q6TUZ6_YMTV5
11053,Dengue virus 1|Dengue virus type 1|dengue type 1 D1 virus|dengue virus type 1 DEN1|dengue virus type I|dengue virus-1 DEN-1|type 1 dengue virus DEN-1,A0A097PIH4|A0A097PIH4_9FLAV
11053,Dengue virus 1|Dengue virus type 1|dengue type 1 D1 virus|dengue virus type 1 DEN1|dengue virus type I|dengue virus-1 DEN-1|type 1 dengue virus DEN-1,Q8B105|Q8B105_9FLAV
11053,Dengue virus 1|Dengue virus type 1|dengue type 1 D1 virus|dengue virus type 1 DEN1|dengue virus type I|dengue virus-1 DEN-1|type 1 dengue virus DEN-1,NP|NP_722460
11053,Dengue virus 1|Dengue virus type 1|dengue type 1 D1 virus|dengue virus type 1 DEN1|dengue virus type I|dengue virus-1 DEN-1|type 1 dengue virus DEN-1,Q91NH1|Q91NH1_9FLAV
172148,Alkhumra hemorrhagic fever virus|AHFV,H8Y6L2|H8Y6L2_ALKV
172148,Alkhumra hemorrhagic fever virus|AHFV,POLG|POLG_ALKV
36351,Human herpesvirus 6 strain Z29|Herpes simplex virus (type 6 / strain Z29)|Human herpesvirus (type 6 / strain Z29),VU94|VU94_HHV6Z
103922,Human enterovirus 71 (strain 7423/MS/87)|Human enterovirus 71 (strain 7423/MS/87) (Ev 71),POLG|POLG_HE71M
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),NEP|NEP_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),NRAM|NRAM_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),M2|M2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),PA|PA_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q1K9H5|Q1K9H5_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),B4URE7|B4URE7_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),B4URF6|B4URF6_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),B4URF7|B4URF7_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q1K9G9|Q1K9G9_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),HEMA|HEMA_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),PB1F2|PB1F2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),NCAP|NCAP_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q20MH3|Q20MH3_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q1K9H6|Q1K9H6_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),NS1|NS1_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q20MH4|Q20MH4_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),PB2|PB2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q1I2B2|Q1I2B2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),B4URF0|B4URF0_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q20MH8|Q20MH8_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),Q1K9H2|Q1K9H2_I33A0
381518,Influenza A virus (A/Wilson-Smith/1933(H1N1))|Influenza A virus (A/WS/33(H1N1))|Influenza A virus (A/Wilson-Smith/33(H1N1))|Influenza A virus (STRAIN A/WILSON-SMITH/33),RDRP|RDRP_I33A0
