#DrugBank-ID,host-protein-ID,gene
12010,4561,ROS1
12010,3012,LIMK2
12010,6372,RIPK1
12010,8441,STK38
12010,3236,MAP3K11
12010,5160,SYK
12010,974,CLK2
12010,3512,NEK3
12010,4631,RPS6KA1
12010,1163,CSNK2A1
12010,4293,PTK6
12010,3419,MYLK
12010,6721,AURKB
12010,15776,DCLK3
12010,2809,JAK2
12010,11445,ZAK
12010,3734,PAK3
12010,1809,FLT4
12010,6120,STK24
12010,554,BRAF
12010,2871,KDR
12010,5301,TEK
12010,11845,SNRK
12010,7530,TNK2
12010,13813,CDK15
12010,4151,PRKCE
12010,6757,STK17B
12010,8804,SIK2
12010,5066,SRMS
12010,1589,EPHA5
12010,213,ALOX5
12010,12881,COQ8A
12010,6927,ROCK2
12010,8363,CHEK2
12010,15151,TSSK1B
12010,2892,KIT
12010,1593,EPHB2
12010,1004,PLK3
12010,15297,CAMKK1
12010,3732,PAK1
12010,666,CAMK2B
12010,7915,CAMKK2
12010,8369,IRAK3
12010,6905,MAP4K4
12010,94,ACVR1
12010,1516,EGFR
12010,95,ACVR1B
12010,8500,AAK1
12010,8348,MAP4K5
12010,13143,TAOK1
12010,1215,CTSS
12010,22042,MAP3K15
12010,4156,PKN2
12010,11442,STK26
12010,1889,SLK
12010,2212,GSK3B
12010,13041,CLK4
12010,8649,TNIK
12010,910,CHEK1
12010,3187,MAP3K1
12010,10629,HIPK2
12010,1164,CSNK2A2
12010,14346,NEK11
12010,8507,ICK
12010,1607,ERBB2
12010,3632,NTRK1
12010,3889,PHKG1
12010,6626,PKMYT1
12010,4932,VMAT2
12010,5333,TGFBR1
12010,1757,FGFR3
12010,5860,MAP3K12
12010,4178,MAP2K6
12010,1756,FGFR1
12010,1596,EPHB6
12010,7469,HIPK3
12010,7228,MELK
12010,11502,MYO3A
12010,7058,IKBKE
12010,3011,LIMK1
12010,1154,CSK
12010,16074,NEK9
12010,11049,IRAK4
12010,6209,CAMK1
12010,5306,TESK1
12010,836,CDK4
12010,1738,FES
12010,14405,COQ8B
12010,4166,MAPK4
12010,2755,IRAK1
12010,6167,MAP4K3
12010,7760,MERTK
12010,3064,LTK
12010,1559,MARK2
12010,8203,TLK2
12010,13849,STK33
12010,4137,PRKACA
12010,8349,MAP4K1
12010,3131,MARK1
12010,522,BLK
12010,12826,PAK5
12010,3189,MAP3K4
12010,5335,TGFBR2
12010,4172,MAPK10
12010,3233,MAP3K9
12010,5123,AURKC
12010,8287,CIT
12010,9140,SGK3
12010,3137,MATK
12010,1577,SLC29A1
12010,1586,EPHA1
2580,3859,PFN2
935,147,ADRA2C
935,142,ADRA1D
935,143,ADRA1B
935,146,ADRA2B
935,145,ADRA2A
935,142,ADRA1A
8168,12567,HDAC8
8168,7460,PPIF
7334,2871,KDR
5487,3537,NFKB2
5487,3536,NFKB1
5487,1627,ESR1
884,1726,FDPS
7033,3820,PDPK1
8565,1202,CTRB1
117,2300,HAL
117,8189,SLC38A3
117,2329,HDC
117,2301,HARS
104,5088,SSTR2
995,9251,PRDX5
995,2673,IKBKB
3336,1046,COMT
838,2192,NR3C1
4036,2805,IVD
3690,3931,PITPNA
11201,5380,TLR4
11201,4287,PTGS1
11201,4288,PTGS2
3814,12718,IRGC
3814,372,ASL
3814,2004,B4GALT1
3814,2227,GSTP1
3814,2503,HSD11B1
3814,484,BCHE
3814,57,ACHE
3814,4358,QDPR
3814,987,CMA1
3814,25469,SFTPA1
3814,348,ARL3
3814,40,ABL
3814,7018,PRDX6
3814,9384,L3MBTL1
8020,1628,ESR2
8020,1627,ESR1
7784,2649,IGKC
5494,1301,DCK
14068,3876,ABCB1
3856,3659,ODC1
212,4457,REN
5351,420,ATP4B
5351,419,ATP4A
7389,3576,NOS2
5695,696,CASR
7232,138,PARP1
7232,7401,PARP2
5169,6721,AURKB
5169,5118,AURKA
12478,1421,DRD2
12478,1422,DRD3
4563,4206,PRSS1
5509,2545,HTR1A
5509,3677,OPRM1
6912,3075,LYZ
6470,1903,GABRA1
8356,3816,PDK4
5424,1516,EGFR
6707,4932,SLC18A2
2526,3951,PLAU
2526,4206,PRSS1
1922,243,AMY2A
2481,124,ADH1B
1593,205,ALDOA
1593,287,APLP1
1593,16443,PGLYRP2
1593,2309,HBB
1593,138,PARP1
1593,3893,SERPINA1
1593,12505,BRCC3
1593,3691,ORM2
1593,2792,ITIH1
1593,970,CLU
1593,2647,JCHAIN
1593,2930,KRT14
1593,5630,UTRN
1593,5432,TP53
1593,7351,CCS
1593,1089,CPN1
1593,4798,SEPP1
1593,6220,FCN3
1593,1818,FN1
1593,288,APLP2
1593,10582,IGKV1-17
1593,1492,EEF1A1
1593,4695,S100A9
1593,594,C5
1593,1673,F12
1593,2932,KRT16
1593,5000,SOD1
1593,5531,TTR
1593,581,C1QB
1593,27,SERPINA3
1593,599,C8B
1593,5435,TP73
1593,3895,SERPINA4
1593,4688,S100A2
1593,2207,PDIA3
1593,3314,MT2A
1593,2683,IL3
1593,2624,IGFALS
1593,4356,PZP
1593,2815,JUP
1593,12567,HDAC8
1593,16650,DCD
1593,4838,SHBG
1593,584,C1S
1593,2336,CFH
1593,582,C1QC
1593,12593,APOBR
1593,290,APOA2
1593,4694,S100A8
1593,10462,IGLV3-21
1593,708,SERPINA6
1593,2794,ITIH3
1593,2319,SERPIND1
1593,3565,NME1
1593,5666,VTN
1593,588,C4B
1593,4796,SEMG1
1593,378,ASPA
1593,1739,FGA
1593,1627,ESR1
1593,6215,APOL1
1593,22,A2M
1593,1661,F2
1593,3304,MT1A
1593,2917,KRT1
1593,586,C3
1593,3728,PRDX1
1593,289,APOA1
1593,172,AGT
1593,9560,GAPDHS
1593,2921,KRT5
1593,2901,KNG1
1593,1675,F13B
1593,2926,KRT9
1593,7163,HDAC4
1593,7385,PDCD6
1593,3172,MDM2
1593,2213,GSN
1593,4693,S100A7
1593,1090,CPN2
1593,2645,IGHM
1593,3213,MGMT
1593,592,C4BPB
1593,2585,CFI
1593,7853,SIVA1
1593,3251,MMP9
1593,2927,KRT10
1593,2479,HPR
1593,180,AHSG
1593,5536,TUFM
1593,2305,HBA1
1593,21875,HRNR
1593,1439,DSP
1593,4037,PON1
1593,590,C4BPA
1593,2795,ITIH4
1593,303,APP
1593,5440,TPI1
1593,3316,MT3
1593,291,APOA4
1593,2738,INS
1593,301,APOE
1593,2895,KLKB1
1593,2327,HDAC1
1593,509,BDKRB1
1593,2045,GLRA1
1593,2918,KRT2
1593,18862,DAND5
1593,2793,ITIH2
1593,600,C8G
1593,3715,P4HB
1593,1665,TF
1593,2634,IGHA1
1593,279,APCS
1593,583,C1R
1593,21,A1BG
1593,512,CFB
1593,598,C8A
1593,4270,PSPH
1593,3273,MPG
1593,1571,ENO1
1593,2922,KRT6A
1593,1077,CP
7193,1411,DPP4
7710,618,CA2
8689,4783,SDHB
8689,4785,SDHD
8689,4784,SDHC
8689,4782,SDHA
8462,5056,SRC
8633,8187,METAP2
985,1323,HRH1
8135,834,CDK2
1549,16603,GRIN3A
1549,1421,DRD2
13878,138,PARP1
5361,1662,F2R
5361,390,SERPINC1
7764,2640,IGHG1
11641,5534,TUBB
3470,5448,TPR
2555,2679,IL2
1860,8125,PAPOLA
3328,5702,XDH
12532,1876,GAST
783,6327,BECN1
783,2140,GPER1
783,6468,NR1I2
783,3318,MT-ATP6
783,1631,ESRRG
783,1627,ESR1
783,932,CHRNA4
783,2507,HSD17B2
783,1628,ESR2
783,7796,NCOA2
669,2549,HTR1F
669,2546,HTR1B
669,2545,HTR1A
669,2547,HTR1D
4653,673,CAPN1
61,2170,GRB2
61,2608,IFNAR2
2114,1540,CELA1
1115,637,CACNA2D1
1115,631,CACNA1C
1115,654,CALM1
1115,6468,NR1I2
1115,632,CACNA1D
1115,639,CACNB2
1115,635,CACNA1S
1115,6513,CACNA1H
1115,2820,KCNA1
7589,1215,CTSS
4246,4206,PRSS1
8896,2871,KDR
8896,3638,DDR2
8896,3632,NTRK1
8896,4391,RAF1
8896,5301,TEK
8896,40,ABL1
8896,2892,KIT
8896,554,BRAF
8896,1759,FGFR2
8896,1809,FLT4
8896,1848,FRK
8896,4462,RET
8896,4170,MAPK11
8896,1806,FLT1
8896,3806,PDGFRA
8896,1526,EPHA2
8896,1756,FGFR1
8896,3809,PDGFRB
4786,3710,P2RY2
4786,1854,FSHR
4786,3944,PLA2G2A
4786,1661,F2
4786,8940,SIRT5
4786,4683,RYR1
1035,1397,DNMT1
1035,4737,SCN5A
1035,2840,KCNH2
9043,2044,GLP1R
7607,1142,MAPK14
4006,834,CDK2
1047,4963,SMO
1047,2192,NR3C1
755,4680,RXRG
755,4678,RXRA
755,6467,ALDH1A2
755,4411,RARG
755,4441,RBP4
755,12742,CYP26B1
755,4409,RARA
755,177,NR0B1
755,6596,GPRC5A
755,9965,HPGDS
755,20840,CYP26C1
755,1268,CYP26A1
755,3816,PDK4
755,4410,RARB
755,4679,RXRB
755,2977,LCN1
755,195,ALDH1A1
755,10806,OBP2A
842,1915,GABRP
842,12572,GABRQ
842,1912,GABRE
842,1903,GABRA1
842,1905,GABRA3
842,1917,GABRR2
842,1909,GABRB1
842,18936,GABRR3
842,1906,GABRA4
842,1914,GABRG3
842,1908,GABRA6
842,1904,GABRA2
842,1913,GABRG1
842,1916,GABRR1
842,1907,GABRA5
842,1911,GABRD
842,1910,GABRB3
8479,5549,TYMS
4137,4491,RHEB
4137,2488,HRAS
4137,4619,P2
4137,335,RND3
4137,3850,PFKFB1
4137,323,ARF1
4137,4366,RAB5A
4137,4406,RAP2A
4137,2050,GLUD1
4137,11935,UCKL1
4137,16841,ADSSL1
13978,8943,SIRT1
6282,1323,HRH1
4662,834,CDK2
6932,3820,PDPK1
2404,57,ACHE
4853,133,ADORA2A
4540,4559,RORA
4540,5646,VDR
4540,9521,CLEC4E
8330,10712,UQCR10
8330,5618,UQCRB
8330,1228,CYC1
8330,5621,UQCRFS1
8330,5622,UQCRH
8330,8177,UQCR11
8330,3325,MT-CYB
8330,9840,UQCRQ
8330,5619,UQCRC1
8330,5620,UQCRC2
1076,179,AHR
1076,1411,DPP4
1076,2402,HMGCR
11059,4880,SLC2A1
3495,243,AMY2A
7994,9103,BACE1
2720,4355,PYGM
13166,1304,ACE
4156,13324,CTDSP1
6791,5088,SSTR2
8083,618,CA2
666,2094,GNRHR
666,16468,GNRHR2
8334,3223,MIF
4331,2903,KIF11
383,923,CHRM1
383,926,CHRM3
383,924,CHRM2
976,3690,ORM1
7218,6931,MAPK8IP1
7218,4169,MAPK8
11598,390,SERPINC1
5423,2192,NR3C1
4614,57,ACHE
8400,1676,FAAH
6408,12120,PB1
6408,8595,NT5C2
6408,2725,IMPDH1
6408,3817,ENPP1
7527,1661,F2
8770,133,ADORA2A
7533,722,CCNA2
7533,834,CDK2
547,2192,NR3C1
6558,1488,EDNRA
6558,1489,EDNRB
7832,1142,MAPK14
231,1909,GABRB1
231,1914,GABRG3
231,576,TSPO
231,1907,GABRA5
231,12572,GABRQ
231,1905,GABRA3
231,1915,GABRP
231,1903,GABRA1
231,1913,GABRG1
231,1908,GABRA6
231,1912,GABRE
231,1916,GABRR1
231,1904,GABRA2
231,1910,GABRB3
231,1911,GABRD
231,1917,GABRR2
231,18936,GABRR3
231,1906,GABRA4
3909,3868,PGK1
3909,6238,PDXK
3909,2748,INSR
3909,412,ATP2A1
3909,455,KIF1A
7627,673,CAPN1
6897,3969,PLK1
2402,18929,DHFRL1
6718,1910,GABRB3
6939,1411,DPP4
1369,488,BCL2
1576,4897,SLC6A3
1576,17413,TAAR1
1576,142,ADRA1A
1576,4932,SLC18A2
1576,143,ADRA1B
1576,4896,SLC6A2
7602,1516,EGFR
2260,189,ALAD
8213,686,CASP3
11588,3143,MB
2181,3565,NME1
8672,1411,DPP4
4917,2553,HTR3A
4917,2554,HTR4
4175,1708,FBP1
7585,187,AKT1
7585,2212,GSK3B
12323,40,ABL1
7447,5060,AKR1D1
8000,209,AKR1B1
8911,4175,MAP2K2
8911,4174,MAP2K1
4689,4058,PPARG
764,2192,NR3C1
764,3875,PGR
4736,16444,PGLYRP3
3753,4287,PTGS1
1014,4058,PPARG
1014,213,ALOX5
1014,4288,PTGS2
1014,4287,PTGS1
1113,8069,PDE10A
1113,3792,PDE4B
6954,618,CA2
988,2557,HTR7
988,4897,SLC6A3
988,5000,SOD1
988,1420,DRD1
988,1422,DRD3
988,1423,DRD4
988,4932,SLC18A2
988,1292,DBH
988,2545,HTR1A
988,4896,SLC6A2
988,6694,HTR3B
988,4898,SLC6A4
988,2553,HTR3A
988,1421,DRD2
6376,973,CLK1
2255,8080,ADAM28
2255,167,ACAN
6612,2687,IL5
1365,57,ACHE
490,2545,HTR1A
490,1421,DRD2
970,2553,HTR3A
111,2680,IL2RA
111,1717,FCGR2B
111,6638,FCGR2C
111,583,C1R
111,1718,FCGR3A
111,2681,IL2RB
111,1714,FCGR1A
111,580,C1QA
111,582,C1QC
111,1719,FCGR3B
111,581,C1QB
111,1716,FCGR2A
8575,3245,MME
5205,3123,MAOA
3016,4206,PRSS1
1170,4896,SLC6A2
6879,3576,NOS2
6548,6909,GGPS1
6548,1726,FDPS
5488,5430,TOP2B
6876,910,CHEK1
6157,401,ATP1A1
6157,413,ATP2A2
7136,1081,CPB1
1996,3248,MMP3
1996,3255,MMP13
368,150,ADRB3
368,146,ADRA2B
368,145,ADRA2A
368,148,ADRB1
368,4931,SLC18A1
368,143,ADRA1B
368,142,ADRA1A
368,149,ADRB2
368,142,ADRA1D
368,4932,SLC18A2
368,3729,PAH
368,147,ADRA2C
11348,671,CANX
11348,9232,GCA
11348,4699,S100A13
11348,5059,SRI
11348,8945,NCS1
11348,17590,S100A16
11348,660,CALM3
11348,24095,PEF1
11348,678,CAPS
11348,6847,NRXN1
11348,654,CALM1
11348,5028,SPARC
11348,16240,CADPS2
11348,7808,CIB1
11348,4692,S100A6
11348,7385,PDCD6
11348,696,CASR
11348,6276,CADPS
11348,7807,CIB2
11348,3641,NUCB1
11348,657,CALM2
11348,6639,RGN
11348,1706,FBN2
11348,695,CASQ2
11348,694,CASQ1
11348,4700,S100B
11348,5450,TPT1
11348,662,CALR
11348,8406,CHP1
11348,3642,NUCB2
11348,16984,CALR3
11348,15411,FBN3
11348,647,CALB2
7908,3858,PFN1
2079,176,AGXT
13940,2550,HTR2A
13940,2552,HTR2C
3451,5646,VDR
2830,102,ADA
4059,3951,PLAU
9214,4287,PTGS1
9214,4288,PTGS2
3154,4306,PTPN1
9555,1323,HRH1
8871,14700,TUBB1
8871,488,BCL2
507,13753,por
5258,2607,IFNAR1
636,4056,PPARA
493,192,ALB
493,6845,SLC22A8
493,6827,SLC22A6
493,8081,SLC22A7
493,12566,SLC22A11
493,4926,SLC15A2
493,4925,SLC15A1
8313,9965,HPGDS
11235,927,CHRM4
11235,924,CHRM2
11235,928,CHRM5
11235,926,CHRM3
11235,1323,HRH1
11235,923,CHRM1
726,1421,DRD2
726,2552,HTR2C
726,2545,HTR1A
726,145,ADRA2A
726,2547,HTR1D
726,4898,SLC6A4
726,1323,HRH1
726,143,ADRA1B
726,2553,HTR3A
726,142,ADRA1A
726,4897,SLC6A3
726,4896,SLC6A2
726,2550,HTR2A
726,146,ADRA2B
4840,4896,SLC6A2
3722,138,PARP1
3902,5056,SRC
1162,142,ADRA1D
1162,142,ADRA1A
1162,143,ADRA1B
1162,2840,KCNH2
1162,15886,KCNH7
1162,14704,KCNH6
475,1903,GABRA1
728,924,CHRM2
728,2553,HTR3A
728,930,CHRNA2
6877,4164,MAPK1
736,419,ATP4A
6736,4288,PTGS2
6736,4287,PTGS1
4489,1083,CPD
5225,214,ALOX5AP
20,1148,CSF2RB
20,4128,PRG2
20,2684,IL3RA
20,1147,CSF2RA
20,4777,SDC2
473,4741,SCN10A
473,4737,SCN5A
7680,987,CMA1
126,3892,PHYH
126,11743,P4HTM
126,3973,PLOD1
126,7341,SLC23A1
126,3974,PLOD2
126,16808,ALKBH2
126,13585,P3H1
126,1292,DBH
126,2981,LCT
126,6549,PLOD3
126,3714,P4HA1
126,12143,TMLHE
126,11710,EGLN1
126,16317,EGLN2
126,16318,EGLN3
126,14203,OGFOD2
126,6011,KDM5D
126,6117,BBOX1
126,19208,ALKBH3
126,12140,P3H2
126,12162,OGFOD1
126,7822,P3H3
126,3736,PAM
8429,1411,DPP4
8562,10528,IGKV2D-28
8562,2649,IGKC
8562,2640,IGHG1
8442,2527,HSP90AA1
1110,9845,KCNMB3
1110,2859,KCNMA1
1110,2862,KCNN2
1110,2864,KCNN4
1110,15886,KCNH7
1110,3576,NOS2
1110,6468,NR1I2
1110,7581,KCNMB2
1110,2861,KCNN1
1110,9990,KCNMB4
1110,2860,KCNMB1
1110,2840,KCNH2
1110,14704,KCNH6
1110,3577,NOS3
1110,2863,KCNN3
7375,2649,IGKC
7375,2640,IGHG1
7375,2641,IGHG2
4209,285,XIAP
4209,2859,KCNMA1
4209,1000,CNGA1
2101,209,AKR1B1
7330,138,PARP1
4318,3253,MMP11
9282,2252,GUCY1A2
799,4410,RARB
799,4409,RARA
799,4411,RARG
799,4679,RXRB
2281,3317,MTAP
7645,2305,HBA1
7645,2309,HBB
4982,2175,GRIA1
4982,2177,GRIA3
4982,2176,GRIA2
4982,2178,GRIA4
600,5550,TYR
8877,2809,JAK2
8877,2808,JAK1
4575,1627,ESR1
3637,4208,PRSS3
1915,3994,PMP2
1915,586,C3
1915,2217,GSTA1
1915,54,ACAT2
1915,2227,GSTP1
5177,3054,LTA4H
8339,40,ABL1
7023,1672,F11
9069,45,ACAA1
3086,8187,METAP2
974,252,ANPEP
9099,5088,SSTR2
9099,5089,SSTR4
7299,1672,F11
3348,57,ACHE
1437,1903,GABRA1
1961,4509,RNASE1
3,6638,FCGR2C
7841,4374,RABGGTB
7841,1819,FNTA
7841,6909,GGPS1
7841,3867,PGGT1B
7841,1821,FNTB
7841,4373,RABGGTA
7841,1726,FDPS
4105,124,ADH1B
4256,2195,GRM1
1609,209,AR
5542,2554,HTR4
2611,4137,PRKACA
7125,1286,DAPK3
2754,2527,HSP90AA1
2754,2532,HSP90AB1
628,576,TSPO
628,3571,NNMT
819,9111,CA14
819,620,CA4
819,309,AQP1
819,618,CA2
819,617,CA1
819,628,CA12
819,624,CA7
819,619,CA3
9097,1421,DRD2
8596,4509,RNASE1
13932,4570,RPE65
12458,1903,GABRA1
12458,1910,GABRB3
6803,4288,PTGS2
3223,1500,EEF2
2983,959,CLC
2983,1628,ESR2
5420,4667,RRM1
1144,617,CA1
1144,618,CA2
1144,619,CA3
1144,624,CA7
1144,620,CA4
5159,26276,CCR2
8396,10136,IGHV3-30
5327,209,AKR1B1
3189,3075,LYZ
165,6238,PDXK
8270,1209,CTSK
1537,2552,HTR2C
1537,2550,HTR2A
4860,11159,TLR7
3865,4206,PRSS1
3865,3951,PLAU
3865,1661,F2
3865,2478,HPN
8049,1046,COMT
4299,2101,GOT1
4299,5448,TPR
4335,3589,PNP
9054,571,BTK
5492,2551,HTR2B
5492,1323,HRH1
5492,142,ADRA1D
5492,3677,OPRM1
5492,146,ADRA2B
5492,147,ADRA2C
5492,143,ADRA1B
5492,145,ADRA2A
5492,2552,HTR2C
5492,3676,OPRL1
5492,2550,HTR2A
5492,142,ADRA1A
4363,527,BLVRB
297,4741,SCN10A
685,5428,TOP2A
5457,5549,TYMS
4377,2402,HMGCR
2894,618,CA2
1752,4009,PNMT
1752,2498,PRMT1
1752,11358,DPH5
1752,3771,PCMT1
1752,9920,GNMT
1752,1937,GAMT
1752,1398,TRDMT1
1752,2418,HNMT
1752,14690,SETD7
1752,7536,PRMT3
1752,16699,COMTD1
1366,149,ADRB2
1821,3575,NOS1
1821,3577,NOS3
8439,3063,LTF
8439,4288,PTGS2
785,924,CHRM2
785,926,CHRM3
785,923,CHRM1
785,928,CHRM5
785,927,CHRM4
4825,15749,MYLK2
4825,654,CALM1
7380,1202,CTRB1
6404,1673,F12
6404,584,C1S
6404,583,C1R
6404,3950,PLAT
6404,2895,KLKB1
6404,1661,F2
6404,1672,F11
7203,722,CCNA2
7203,834,CDK2
4883,1488,EDNRA
2535,618,CA2
1143,3817,ENPP1
1143,223,ALPPL2
1772,2212,GSK3B
6977,4137,PRKACA
7081,1411,DPP4
3719,5456,HSP90B1
8242,1142,MAPK14
427,1323,HRH1
3270,618,CA2
6231,4910,SLC8A1
3217,5056,SRC
586,56,ASIC1
586,3944,PLA2G2A
586,213,ALOX5
586,4287,PTGS1
586,2866,KCNQ2
586,2867,KCNQ3
586,4735,SCN4A
586,4288,PTGS2
5260,4668,RRM2
5260,2675,IL1B
5260,438,ATP6V1B2
5260,514,BGLAP
7488,1162,CSNK1G3
5481,3893,SERPINA1
11842,173,AGTR1
1109,2341,HGF
1109,1756,FGFR1
1109,1742,FGF1
1109,1759,FGFR2
1109,4793,SELP
1109,7344,FGF19
1109,1671,F10
1109,1760,FGFR4
1109,390,SERPINC1
1109,1743,FGF2
1109,1745,FGF4
1109,3841,PF4
3822,484,BCHE
14065,3876,ABCB1
9230,638,CACNB1
4107,4206,PRSS1
8645,618,CA2
1972,2261,GUK1
1972,2349,HINT1
1972,6306,PDE5A
1972,5340,TGM3
1972,396,ATIC
1972,1365,DLG4
1972,2063,GMPR
6905,4093,PPP2CA
6905,4105,PPP2R5C
6905,4096,PPP2R1A
2660,3792,PDE4B
2175,4981,SNRPA
2175,5056,SRC
8078,4057,PPARD
3984,1215,CTSS
2196,43,ABO
2196,1654,EXTL2
2196,1927,GALE
2196,5026,UAP1
7255,1595,EPHB4
6285,4290,PTH1R
5484,2695,CXCL8
8198,2903,KIF11
8891,7001,GABBR2
8891,1900,GABBR1
3102,4306,PTPN1
7909,2649,IGKC
7909,2640,IGHG1
7760,5612,UNG
7811,1142,MAPK14
530,1516,EGFR
530,6468,NR1I2
3081,4206,PRSS1
7840,1756,FGFR1
7339,3569,NQO2
13044,490,BCL2L1
11081,2050,GLUD1
4655,2418,HNMT
6103,2725,IMPDH1
6103,2726,IMPDH2
5183,2673,IKBKB
8229,686,CASP3
4974,1849,MTOR
4288,834,CDK2
13923,1670,F9
13923,1671,F10
5892,3547,NGF
4451,1554,SAP2
4451,1211,CTSV
3756,4678,RXRA
3756,4056,PPARA
3756,4680,RXRG
3756,4058,PPARG
3756,5062,SREBF1
3756,4679,RXRB
13147,2178,GRIA4
5714,1661,F2
7856,4140,PKIA
7856,4137,PRKACA
3015,102,ADA
7899,1202,CTRB1
3693,1161,CSNK1G2
2984,1142,MAPK14
2740,10422,TRAC
2740,10307,TRBC1
2740,465,B2M
2740,2356,HLA-A
8351,1142,MAPK14
7942,1142,MAPK14
4857,1421,DRD2
7307,1142,MAPK14
6945,8274,ADAMTS5
7876,4137,PRKACA
7876,4140,PKIA
7876,4557,ROCK1
8465,5456,HSP90B1
8465,2532,HSP90AB1
8838,8353,NISCH
8838,630,CACNA1B
8838,929,CHRNA1
8838,2841,KCNJ1
8838,147,ADRA2C
8838,6791,ASIC3
8838,2187,GRIN1
3702,1540,CELA1
1353,1905,GABRA3
1353,2176,GRIA2
1353,1904,GABRA2
1353,1908,GABRA6
1353,1907,GABRA5
1353,2183,GRIK2
1353,932,CHRNA4
1353,934,CHRNA7
1353,1906,GABRA4
1353,1903,GABRA1
2637,5039,SPR
2637,1141,CS
4537,5669,WARS
4372,13338,PCTP
8608,3814,PDK2
3860,1628,ESR2
4141,5622,UQCRH
4141,5618,UQCRB
4141,5619,UQCRC1
4141,4785,SDHD
4141,43,ABO
4141,1228,CYC1
4141,10712,UQCR10
4141,9840,UQCRQ
4141,1635,ETFDH
4141,5620,UQCRC2
4141,3325,MT-CYB
4141,5621,UQCRFS1
4141,4784,SDHC
4141,4783,SDHB
4141,4782,SDHA
3048,1414,DPYD
7595,834,CDK2
1818,3145,MBL2
7647,910,CHEK1
2429,618,CA2
7842,4058,PPARG
1046,962,CLCN2
81,580,C1QA
81,6638,FCGR2C
81,1717,FCGR2B
81,583,C1R
81,1716,FCGR2A
81,1714,FCGR1A
81,582,C1QC
81,1719,FCGR3B
81,1718,FCGR3A
81,758,MS4A1
81,581,C1QB
9120,5662,TRPV1
9037,3785,PDCD1
11626,5411,TNFRSF1B
11626,5410,TNFRSF1A
3964,61,ACO2
3801,834,CDK2
5146,3809,PDGFRB
5146,2871,KDR
5146,2892,KIT
5146,3806,PDGFRA
210,4679,RXRB
210,4409,RARA
210,4680,RXRG
210,4678,RXRA
210,4288,PTGS2
210,4411,RARG
210,4410,RARB
2046,8080,ADAM28
7954,3790,PDE3B
7954,3794,PDE4D
7954,3802,PDE9A
7954,3798,PDE6G
7954,3801,PDE8A
7954,3800,PDE7A
7954,3788,PDE2A
7954,6306,PDE5A
5152,923,CHRM1
262,2215,GSR
262,3789,PDE3A
82,2009,GHR
8340,1163,CSNK2A1
1717,18388,AK8
1717,183,AK1
1717,184,AK2
2185,18840,LCTL
3696,3053,LSS
11311,1740,FGB
11311,1739,FGA
11311,1082,CPB2
11311,1674,F13A1
2603,834,CDK2
4218,102,ADA
7957,1540,CELA1
940,923,CHRM1
940,1328,HRH2
5938,303,APP
8895,2808,JAK1
8895,2810,JAK3
8895,2809,JAK2
8895,5548,TYK2
366,1323,HRH1
366,923,CHRM1
2620,4306,PTPN1
6262,149,ADRB2
6262,147,ADRA2C
6262,148,ADRB1
6262,143,ADRA1B
6262,142,ADRA1D
6262,145,ADRA2A
6262,142,ADRA1A
6262,146,ADRA2B
6262,3729,PAH
6262,150,ADRB3
7544,482,BCAT1
13877,138,PARP1
9241,3575,NOS1
9241,2252,GUCY1A2
2044,3575,NOS1
2044,3576,NOS2
2044,3577,NOS3
93,459,AVPR1A
7833,1142,MAPK14
7870,47,ACACB
4350,916,CHIT1
7070,4057,PPARD
5202,2104,GP1BA
5202,5667,VWF
7104,3054,LTA4H
1120,5647,VEGFA
1120,5147,ABCC8
1306,2748,INSR
8641,1540,CELA1
626,22,A2M
626,2575,IDE
1285,1108,CRH
3393,4065,PPIA
399,1726,FDPS
399,6909,GGPS1
3551,3589,PNP
344,4896,SLC6A2
344,4898,SLC6A4
7708,7796,NCOA2
7708,1627,ESR1
3611,3135,MAT1A
7025,910,CHEK1
5047,2178,GRIA4
5047,2177,GRIA3
5047,2175,GRIA1
5047,511,BDNF
5047,2176,GRIA2
6951,1540,CELA1
4772,1661,F2
3978,6237,YARS
3226,125,ADH1C
3226,2488,HRAS
4585,330,ARG1
4356,2480,HPRT1
5752,927,CHRM4
5752,924,CHRM2
5752,926,CHRM3
5752,928,CHRM5
5752,923,CHRM1
434,923,CHRM1
434,924,CHRM2
434,2557,HTR7
434,2552,HTR2C
434,1323,HRH1
434,926,CHRM3
434,2550,HTR2A
33,2611,IFNGR1
33,2612,IFNGR2
7289,4306,PTPN1
13520,4732,SCN2A
6439,3039,LPL
737,1323,HRH1
1198,1903,GABRA1
1198,576,TSPO
1198,1907,GABRA5
1198,1904,GABRA2
1198,1905,GABRA3
802,3677,OPRM1
7874,9103,BACE1
5771,2701,IL10
1195,4737,SCN5A
1195,2840,KCNH2
1195,4735,SCN4A
821,4287,PTGS1
821,4288,PTGS2
8447,10826,PLA2G2E
7147,5172,ADAM17
1091,5055,SQLE
3329,1204,CTSB
407,2319,SERPIND1
407,390,SERPINC1
7294,4411,RARG
6957,2527,HSP90AA1
417,4925,SLC15A1
630,4318,PTPRE
630,4308,PTPN4
630,436,ATP6V1A
630,4329,PTPRS
630,1726,FDPS
12831,1661,F2
12831,3963,PLG
12831,2895,KLKB1
358,1259,CYP11A1
358,2305,HBA1
358,133,ADORA2A
13933,1667,F7
13933,1671,F10
13933,1669,F8
6174,7614,SIGMAR1
5345,1323,HRH1
7009,1628,ESR2
