#DrugBank-ID,host-protein-ID,gene
1411,8028,CYSLTR1
1411,3373,MUC2
1411,3536,NFKB1
1411,4511,RNASE3
1411,5404,TNF
7316,2503,HSD11B1
1111,6468,NR1I2
1651,279,APCS
4348,7349,NR1H4
4348,866,CEL
4348,1682,FABP6
5304,2679,IL2
5304,626,CA9
2057,2176,GRIA2
7116,5612,UNG
7966,5056,SRC
5676,3577,NOS3
5676,2679,IL2
5676,2610,IFNG
5676,5404,TNF
5676,3794,PDE4D
5676,3791,PDE4A
5676,3792,PDE4B
4381,196,ALDH2
13869,1627,ESR1
13869,1628,ESR2
8626,3245,MME
9006,4058,PPARG
9006,4057,PPARD
9006,4056,PPARA
3955,3120,MAN2A1
2449,3248,MMP3
5014,3809,PDGFRB
5014,2871,KDR
5014,1756,FGFR1
5014,1757,FGFR3
5014,1807,FLT3
5014,4462,RET
7412,1411,DPP4
5137,934,CHRNA7
5137,12906,CHRNA10
5137,12337,CHRNA9
7716,2649,IGKC
5749,1264,CYP19A1
8302,4058,PPARG
3635,4062,PPBP
157,2294,HSD17B10
157,850,CDO1
157,1262,CYP17A1
157,3474,NDUFA9
157,9029,NNT
157,3496,NDUFS8
157,5907,HSD17B8
157,3810,PDHA1
157,1312,AKR1C2
157,3465,NDUFA2
157,11283,HSD17B7
157,2580,IDH3G
157,3478,NDUFB2
157,5521,TSTA3
157,2477,HPGD
157,3481,NDUFB5
157,3169,MDH1
157,3466,NDUFA3
157,4446,RDH5
157,3477,NDUFB1
157,5005,SORD
157,3486,NDUFB10
157,3479,NDUFB3
157,2506,HSD17B3
157,8286,HIBADH
157,198,ALDH1B1
157,203,ALDH3A2
157,3494,NDUFS5
157,2726,IMPDH2
157,2578,IDH3A
157,3471,NDUFA7
157,12610,NDUFA12
157,6309,ALDH4A1
157,4718,MSMO1
157,3339,MT-ND5
157,2505,HSD17B1
157,4358,QDPR
157,199,ALDH1A3
157,10753,PYCR2
157,2402,HMGCR
157,3484,NDUFB8
157,3482,NDUFB6
157,3491,NDUFS3
157,5900,ALDH5A1
157,3328,MTHFD1
157,3569,NQO2
157,2982,LDHA
157,526,BLVRA
157,3495,NDUFS6
157,3335,MT-ND2
157,3338,MT-ND4L
157,3340,MT-ND6
157,2110,GPD1
157,17023,NDUFA11
157,6998,H6PD
157,1940,GAPDH
157,123,ADH1A
157,2725,IMPDH1
157,3812,PDHB
157,2502,HSD3B2
157,197,ALDH3A1
157,2579,IDH3B
157,3493,NDUFS4
157,196,ALDH2
157,18459,LDHAL6A
157,3488,NDUFC2
157,3175,ME2
157,3476,NDUFAB1
157,2296,HADHA
157,200,ALDH3B1
157,1351,CYB5R3
157,1255,CYP4A11
157,508,BDH1
157,8025,MTHFD2
157,3499,NDUFV3
157,3489,NDUFS1
157,2051,GLUD2
157,5599,UGDH
157,3492,NDUFV1
157,3485,NDUFB9
157,3490,NDUFS2
157,202,ALDH9A1
157,3480,NDUFB4
157,2407,HMOX1
157,9502,PHGDH
157,125,ADH1C
157,3170,MDH2
157,4350,PYCR1
157,3174,ME1
157,239,AMT
157,2984,LDHB
157,201,ALDH3B2
157,2501,HSD3B1
157,3468,NDUFA5
157,2507,HSD17B2
157,3664,OGDH
157,6467,ALDH1A2
157,3487,NDUFC1
157,1360,DLAT
157,124,ADH1B
157,3467,NDUFA4
157,1345,DHCR7
157,9560,GAPDHS
157,1311,AKR1C1
157,2508,HSD17B4
157,3261,ALDH6A1
157,10997,NDUFA13
157,3472,NDUFA8
157,126,ADH4
157,209,AKR1B1
157,2986,LDHC
157,2503,HSD11B1
157,7506,AASS
157,1361,DLD
157,2215,GSR
157,6298,AKR1C3
157,3497,NDUFV2
157,3483,NDUFB7
157,5550,TYR
157,129,ADH7
157,2299,HADH
157,909,AKR1C4
157,21423,NDUFS7
157,50,ACADS
157,2408,HMOX2
157,16144,LDHAL6B
157,1521,EHHADH
157,3337,MT-ND4
157,422,ALDH7A1
157,527,BLVRB
157,2504,HSD11B2
157,1347,DHFR
157,8088,ME3
157,3464,NDUFA1
157,127,ADH5
157,10904,NSDHL
157,3475,NDUFA10
157,3334,MT-ND1
157,2050,GLUD1
157,12806,NDUFA4L2
157,195,ALDH1A1
157,3470,NDUFA6
157,3811,PDHA2
157,3336,MT-ND3
6766,1323,HRH1
9333,1358,DIO3
8488,1671,F10
3475,5707,NA
5482,5425,TOP1
1959,3794,PDE4D
1959,3792,PDE4B
946,13891,VKORC1
3793,4925,SLC15A1
3793,6836,RAB9A
3793,41,DAO
3793,9251,PRDX5
3793,7586,HRSP12
4466,6468,NR1I2
7548,1661,F2
3729,3951,PLAU
6928,1822,FOLH1
4106,5547,TXNRD1
13154,4735,SCN4A
5078,2686,IL4R
5078,2712,IL13RA2
7089,9103,BACE1
5511,136,ADORA3
8246,2903,KIF11
1364,4932,SLC18A2
1364,57,ACHE
1364,4896,SLC6A2
1364,142,ADRA1A
5831,3078,EPCAM
6678,1323,HRH1
6205,4898,SLC6A4
6205,5327,TGFB1
7723,4058,PPARG
6750,10012,SLCO1B3
5885,630,CACNA1B
3420,5707,NA
2259,4306,PTPN1
4336,4206,PRSS1
1245,936,CHRNB2
1245,930,CHRNA2
1245,932,CHRNA4
1245,57,ACHE
6406,1671,F10
4005,5609,UCK2
2077,3577,NOS3
2077,3575,NOS1
6680,3875,PGR
2052,803,CDK1
2052,834,CDK2
2052,2212,GSK3B
2052,6464,CDK5R1
2052,837,CDK5
2052,179,AHR
2328,1192,CTH
619,1145,CSF1R
619,3806,PDGFRA
619,40,ABL1
619,3632,NTRK1
619,4462,RET
619,636,DDR1
619,3809,PDGFRB
619,2892,KIT
8055,2976,LCK
1033,2480,HPRT1
1033,4061,PPAT
4389,1765,FHIT
7480,4306,PTPN1
4016,987,CMA1
4016,1207,CTSG
3510,16841,ADSSL1
11607,5667,VWF
2507,1244,CYP2C9
3058,1338,CFD
6991,1142,MAPK14
6271,390,SERPINC1
6271,2319,SERPIND1
8610,3814,PDK2
14066,3876,ABCB1
4387,4457,REN
4387,1554,SAP2
13914,4918,SLC10A2
568,631,CACNA1C
568,6512,CACNA1I
568,635,CACNA1S
568,634,CACNA1F
568,1323,HRH1
568,6514,CACNA1G
568,1421,DRD2
568,632,CACNA1D
568,6513,CACNA1H
13192,1670,F9
13192,1671,F10
8550,4009,PNMT
908,6885,KCNK6
908,4737,SCN5A
908,142,ADRA1A
908,142,ADRA1D
908,2856,KCNK1
908,2840,KCNH2
908,143,ADRA1B
8571,5707,NA
2857,3589,PNP
3866,4288,PTGS2
2271,6862,NMT2
9564,2748,INSR
7802,1163,CSNK2A1
2504,3944,PLA2G2A
32,3002,LHCGR
32,1854,FSHR
1138,6468,NR1I2
1138,16567,SLC22A12
1138,998,ABCC2
1138,3286,ABCC1
4436,5001,SOD2
1131,1347,DHFR
3373,4206,PRSS1
888,883,CFTR
4767,1667,F7
8130,4174,MAP2K1
310,4920,SLC12A1
4,2680,IL2RA
4,2682,IL2RG
4,2681,IL2RB
1180,1304,ACE
3491,3565,NME1
8060,176,AGXT
7470,13217,MYH14
711,4287,PTGS1
711,213,ALOX5
1944,13217,MYH14
7809,1661,F2
503,6468,NR1I2
1022,2000,GGCX
1022,514,BGLAP
7029,3576,NOS2
4894,5173,TACR1
4894,5088,SSTR2
1592,19406,NEIL2
1592,12567,HDAC8
1592,1856,FTH1
1592,1735,FEN1
1592,1840,FXN
1592,14189,NEIL1
1592,1077,CP
1592,1665,TF
1592,4016,POLB
1592,5324,TFRC
1592,11710,EGLN1
1592,2305,HBA1
1592,11199,AHSP
56,1714,FCGR1A
56,1717,FCGR2B
56,1716,FCGR2A
56,771,CD33
56,584,C1S
56,6638,FCGR2C
56,1718,FCGR3A
56,581,C1QB
56,582,C1QC
56,1719,FCGR3B
56,583,C1R
56,580,C1QA
481,1628,ESR2
481,3900,SERPINB9
481,5319,TFF1
481,1627,ESR1
894,1264,CYP19A1
3661,811,CDC25B
3661,18211,GLIPR2
3661,1210,CTSL
3661,4306,PTPN1
131,1688,ACSL1
131,1102,CREB1
131,15432,ACSS1
131,3919,PIM1
131,2349,HINT1
131,1708,FBP1
131,4354,PYGL
131,12586,ACSS2
131,4135,PRKAB1
131,3792,PDE4B
131,109,ADCY1
131,4136,PRKAB2
131,3794,PDE4D
131,4133,PRKAA1
131,130,ADK
13167,4288,PTGS2
826,3675,OPRK1
7258,3054,LTA4H
9046,2990,LEPR
959,2192,NR3C1
7643,10602,DCPS
13873,4056,PPARA
13873,4057,PPARD
13873,6468,NR1I2
13873,4058,PPARG
2109,16841,ADSSL1
4126,1208,CTSH
4126,1204,CTSB
691,13381,ACE2
691,1304,ACE
8555,4172,MAPK10
3850,68,ACTA1
5131,1670,F9
847,5087,SST
847,2192,NR3C1
847,3611,NPY2R
2925,4920,SLC12A1
3010,7692,TUBB3
3010,5534,TUBB
3010,7693,TUBB4A
3010,5532,TUBA4A
3010,7689,TUBA1B
3010,5880,TUBA1A
3010,15550,TUBA1C
3010,11452,TUBA8
3010,5533,TUBA3C
3010,7694,TUBB4B
3010,14700,TUBB1
1268,1809,FLT4
1268,3809,PDGFRB
1268,1145,CSF1R
1268,2871,KDR
1268,1806,FLT1
1268,3806,PDGFRA
1268,1807,FLT3
1268,2892,KIT
1947,5056,SRC
5708,934,CHRNA7
2096,102,ADA
2589,3577,NOS3
135,5341,TH
135,5201,TAT
135,6237,YARS
135,10985,YARS2
327,3677,OPRM1
327,3675,OPRK1
327,3674,OPRD1
12307,2871,KDR
12307,2341,HGF
8500,4355,PYGM
1640,3790,PDE3B
12783,1310,DDC
14070,3876,ABCB1
8295,10170,IGHV1-2
7501,834,CDK2
14050,6553,TRPA1
14050,5662,TRPV1
14050,11242,TRPV2
14050,609,DAGLA
853,2679,IL2
7132,3820,PDPK1
7376,1661,F2
7376,1667,F7
7243,910,CHEK1
7016,1661,F2
8009,12983,CAMK1G
4417,244,AMY2B
4417,5135,SULT1A1
8492,218,ALOX15
293,5549,TYMS
293,1829,FPGS
9026,4457,REN
8392,910,CHEK1
8210,1974,GCK
140,12221,RFK
140,527,BLVRB
6699,2094,GNRHR
2034,3120,MAN2A1
4510,3863,PGAM2
4510,5440,TPI1
4510,3868,PGK1
449,142,ADRA1A
449,484,BCHE
449,149,ADRB2
449,145,ADRA2A
449,57,ACHE
4978,5428,TOP2A
7672,2640,IGHG1
2483,561,BST1
2483,2982,LDHA
1410,2192,NR3C1
8033,2903,KIF11
22,2608,IFNAR2
22,2607,IFNAR1
1705,4206,PRSS1
7646,4464,A1
7646,1349,DHODH
7646,758,B1
1712,1770,FKBP1A
294,1627,ESR1
294,3875,PGR
6779,4793,SELP
6779,5322,TFPI
6779,390,SERPINC1
6779,5647,VEGFA
3975,618,CA2
8602,3800,PDE7A
261,3789,PDE3A
9292,3245,MME
2435,4206,PRSS1
428,1323,HRH1
428,4881,SLC2A2
428,7967,MGEA5
6782,303,APP
6782,2192,NR3C1
9016,4898,SLC6A4
9016,2550,HTR2A
9016,1323,HRH1
7051,3794,PDE4D
8220,7349,NR1H4
8220,6302,NCOA1
7903,8750,METAP1
2895,2215,GSR
640,136,ADORA3
640,134,ADORA2B
640,132,ADORA1
640,133,ADORA2A
9266,3283,MRC1
3710,3575,NOS1
6882,5056,SRC
6882,1142,MAPK14
8745,1671,F10
7900,3250,MMP8
7111,4058,PPARG
7844,1671,F10
2379,21675,KRTAP5-3
2379,18840,LCTL
2379,4819,SFTPD
2379,244,AMY2B
2379,6150,SMARCA5
2379,7377,GNPDA1
2379,243,AMY2A
2379,1167,NCAN
2379,1974,GCK
2379,3143,MB
2379,2352,HK1
2379,2994,LGALS2
2379,4969,SIGLEC1
2379,240,AMY1A
2379,11462,NUDT9
2379,2609,IFNB1
2379,4287,PTGS1
2379,2998,LGALS7
2379,21412,GLT6D1
2379,4355,PYGM
2379,13310,KRTAP5-2
2379,4354,PYGL
1780,5722,YWHAE
21,4747,SCTR
9229,634,CACNA1F
9229,635,CACNA1S
9229,632,CACNA1D
9229,631,CACNA1C
491,8767,GANAB
491,6544,MGAM
491,1938,GANC
491,1898,GAA
4973,4391,RAF1
6856,3951,PLAU
4066,8583,PTGR1
3953,3576,NOS2
6525,57,ACHE
10770,1806,FLT1
10770,2610,IFNG
10770,1147,CSF2RA
10770,3809,PDGFRB
10770,5335,TGFBR2
10770,5327,TGFB1
10770,1759,FGFR2
10770,1742,FGF1
10770,2689,IL6
10770,5404,TNF
10770,2676,IL1R1
12582,6468,NR1I2
2587,112,ADCY5
2587,883,CFTR
2587,2075,GNAS
2587,110,ADCY2
248,142,ADRA1D
248,2552,HTR2C
248,1422,DRD3
248,1423,DRD4
248,2546,HTR1B
248,2550,HTR2A
248,1420,DRD1
248,2557,HTR7
248,2545,HTR1A
248,147,ADRA2C
248,2551,HTR2B
248,149,ADRB2
248,145,ADRA2A
248,1421,DRD2
248,146,ADRA2B
248,2547,HTR1D
248,142,ADRA1A
248,143,ADRA1B
248,148,ADRB1
2714,4509,RNASE1
8403,3250,MMP8
8403,3246,MMP1
3740,1304,ACE
3740,1959,GBA
3740,3347,HN
3740,2640,IGHG1
3740,57,ACHE
3740,9819,SIGLEC7
11674,1628,ESR2
11674,4838,SHBG
9131,4192,PROC
9131,1180,CSTB
3506,304,APRT
1765,1163,CSNK2A1
7733,684,CASP1
2552,1726,FDPS
2552,6909,GGPS1
8048,1627,ESR1
8048,7796,NCOA2
941,484,BCHE
741,2501,HSD3B1
741,2504,HSD11B2
741,256,ANXA1
741,2192,NR3C1
3747,2335,HEXB
348,2476,HPD
7384,424,ATP5B
7384,421,ATP5A1
7384,426,ATP5C1
6098,5643,VDAC2
6098,5645,VDAC3
9220,7422,ABCC9
1254,1595,EPHB4
1254,1889,FYN
1254,571,BTK
1254,4061,PPAT
1254,3073,LYN
1254,1589,EPHA5
1254,1848,FRK
1254,1142,MAPK14
1254,3809,PDGFRB
1254,2522,HSPA8
1254,1526,EPHA2
1254,1763,FGR
1254,2892,KIT
1254,5056,SRC
1254,1154,CSK
1254,2976,LCK
1254,42,ABL2
1254,5718,YES1
1254,40,ABL1
1254,502,BCR
1254,5106,STAT5B
1254,11445,ZAK
721,930,CHRNA2
721,16603,GRIN3A
721,2553,HTR3A
721,4897,SLC6A3
721,4741,SCN10A
7314,910,CHEK1
3026,5440,TPI1
851,3865,PGD
851,9126,POLA2
851,654,CALM1
4845,7692,TUBB3
11327,3576,NOS2
11327,4288,PTGS2
9552,440,ATP6V1C1
439,2402,HMGCR
3559,126,ADH4
3559,125,ADH1C
762,16605,TOP1MT
762,5425,TOP1
3697,618,CA2
2866,618,CA2
9409,3156,MCL1
3401,6760,CYTH2
3401,2802,ITPR1
3401,2800,ITPKA
3401,10756,EPN1
3401,5053,SPTBN1
3401,3956,PLCD1
3401,4448,RDX
1426,4737,SCN5A
7461,1661,F2
3277,244,AMY2B
1835,3576,NOS2
4505,2527,HSP90AA1
867,149,ADRB2
8643,3248,MMP3
8620,15838,CHRFAM7A
1666,7767,FST
4608,5678,WEE1
8043,40,ABL1
5259,2373,HLA-DRB1
4672,12851,NT5M
7807,4355,PYGM
24,5511,TSHR
4616,57,ACHE
687,2192,NR3C1
687,209,AR
6331,3805,PDGFB
6887,4306,PTPN1
2512,205,ALDOA
2512,207,ALDOB
2875,4206,PRSS1
4076,3589,PNP
234,4896,SLC6A2
775,2785,ITGB3
775,2771,ITGA2B
4327,4275,PTEN
4327,7829,PROCR
12095,5291,TPH2
12095,5439,TPH1
8557,2527,HSP90AA1
4418,16841,ADSSL1
8373,5597,SCGB1A1
4374,11596,HAO1
1043,2553,HTR3A
1043,2187,GRIN1
1043,16603,GRIN3A
1043,934,CHRNA7
1043,1421,DRD2
1043,2188,GRIN2B
7401,9840,UQCRQ
7401,5620,UQCRC2
7401,5621,UQCRFS1
7401,5618,UQCRB
7401,10712,UQCR10
7401,8177,UQCR11
7401,1228,CYC1
7401,3325,MT-CYB
7401,5622,UQCRH
7401,5619,UQCRC1
6140,2556,HTR6
6916,3576,NOS2
8597,94,ACVR1
8597,1770,FKBP1A
5849,149,ADRB2
6845,1661,F2
6845,4206,PRSS1
6914,2407,HMOX1
5234,209,AR
604,2554,HTR4
604,2550,HTR2A
604,2840,KCNH2
604,2553,HTR3A
4142,4306,PTPN1
6512,2552,HTR2C
6512,2550,HTR2A
141,6343,B4GALT4
141,2004,B4GALT1
141,6344,B4GALT3
141,6345,B4GALT2
141,4458,RENBP
141,11077,NAGPA
141,12334,NAGK
141,3442,NAGLU
7134,4306,PTPN1
678,173,AGTR1
7096,138,PARP1
4472,3000,LGALS9
4172,3951,PLAU
6335,1411,DPP4
1832,1684,FAH
477,2550,HTR2A
477,4964,SMPD1
477,143,ADRA1B
477,654,CALM1
477,1420,DRD1
477,923,CHRM1
477,2556,HTR6
477,1423,DRD4
477,1422,DRD3
477,142,ADRA1A
477,2840,KCNH2
477,2545,HTR1A
477,2552,HTR2C
477,1421,DRD2
477,2557,HTR7
477,926,CHRM3
477,1323,HRH1
477,13393,HRH4
3397,1654,EXTL2
3397,3205,MGAT1
3397,1927,GALE
3397,5026,UAP1
8922,2550,HTR2A
8922,1323,HRH1
8922,2545,HTR1A
8922,1423,DRD4
8922,1421,DRD2
1288,148,ADRB1
1288,150,ADRB3
1288,149,ADRB2
648,1730,FDX1
648,1260,CYP11B1
648,3875,PGR
648,1627,ESR1
648,209,AR
4269,4206,PRSS1
12228,7543,CALCRL
12228,649,CALCA
12228,650,CALCB
8692,1202,CTRB1
307,4679,RXRB
307,4680,RXRG
307,4678,RXRA
8503,4355,PYGM
1656,3794,PDE4D
1656,3792,PDE4B
1656,3791,PDE4A
1656,3793,PDE4C
8534,834,CDK2
12773,2594,IFNA2
6921,1081,CPB1
7292,3054,LTA4H
8424,1142,MAPK14
4714,1726,FDPS
4714,6909,GGPS1
184,903,CHAT
184,934,CHRNA7
184,937,CHRNB3
184,1264,CYP19A1
184,6545,CHRNA6
184,12337,CHRNA9
184,932,CHRNA4
184,938,CHRNB4
184,12906,CHRNA10
184,931,CHRNA3
184,936,CHRNB2
184,930,CHRNA2
184,933,CHRNA5
8908,4455,RELA
8908,7213,KEAP1
51,1718,FCGR3A
51,583,C1R
51,1719,FCGR3B
51,584,C1S
51,6638,FCGR2C
51,581,C1QB
51,1717,FCGR2B
51,1714,FCGR1A
51,580,C1QA
51,1716,FCGR2A
51,5404,TNF
51,582,C1QC
8143,1671,F10
3333,618,CA2
810,930,CHRNA2
810,923,CHRM1
2375,3921,PIK3CG
2375,2808,JAK1
3135,5440,TPI1
999,2859,KCNMA1
999,617,CA1
999,618,CA2
4071,125,ADH1C
13868,3656,P
8258,1598,EPHX2
13919,173,AGTR1
575,142,ADRA1D
575,143,ADRA1B
575,142,ADRA1A
575,146,ADRA2B
575,145,ADRA2A
575,147,ADRA2C
13025,1421,DRD2
13025,1422,DRD3
2342,1234,CYP1B1
2342,1232,CYP1A1
2342,1046,COMT
2342,2346,HIF1A
2342,1264,CYP19A1
9289,1422,DRD3
9289,3677,OPRM1
9289,2545,HTR1A
9289,2175,GRIA1
1892,6468,NR1I2
1892,4287,PTGS1
1892,213,ALOX5
7506,13395,SCPEP1
7506,1078,CPA1
9217,4288,PTGS2
7045,470,BAG1
7045,2522,HSPA8
6963,3969,PLK1
2908,5056,SRC
3575,7614,SIGMAR1
3575,16603,GRIN3A
1727,2576,IDH1
1727,2577,IDH2
1727,61,ACO2
6849,5449,TPSAB1
367,3875,PGR
367,4838,SHBG
367,209,AR
367,1627,ESR1
367,5057,SRD5A1
767,927,CHRM4
767,923,CHRM1
767,1323,HRH1
767,926,CHRM3
767,928,CHRM5
767,924,CHRM2
13036,8397,PTGDR2
4776,6238,PDXK
4920,632,CACNA1D
4920,635,CACNA1S
4920,634,CACNA1F
4920,631,CACNA1C
8387,8069,PDE10A
6148,2557,HTR7
6148,13393,HRH4
6148,2551,HTR2B
6148,1323,HRH1
6148,145,ADRA2A
6148,4898,SLC6A4
6148,2550,HTR2A
6148,147,ADRA2C
6148,4896,SLC6A2
6148,1422,DRD3
6148,4897,SLC6A3
6148,3675,OPRK1
6148,2545,HTR1A
6148,1421,DRD2
6148,2552,HTR2C
6148,146,ADRA2B
6148,2556,HTR6
6148,2549,HTR1F
5227,2550,HTR2A
972,1323,HRH1
7626,3951,PLAU
5309,1745,FGF4
4400,3729,PAH
4400,5341,TH
4400,3757,PCBD1
4400,3576,NOS2
7983,4287,PTGS1
7317,2527,HSP90AA1
8047,1627,ESR1
8047,7796,NCOA2
9105,1482,S1PR1
7088,4206,PRSS1
7088,1661,F2
8358,5889,MAPKAPK3
8358,6756,MAPKAPK2
14063,3876,ABCB1
763,5349,TPO
8510,2641,IGHG2
201,3917,PIK3CA
201,397,ATM
201,4683,RYR1
201,133,ADORA2A
201,132,ADORA1
201,3792,PDE4B
201,4161,PRKDC
201,3920,PIK3CD
201,3918,PIK3CB
5004,3610,NPY1R
5004,3613,NPY5R
5004,4118,NPY4R
5004,3611,NPY2R
8164,1411,DPP4
3542,2723,IMPA1
1099,1397,DNMT1
1099,2402,HMGCR
3988,117,ADCYAP1
3541,5549,TYMS
3541,26136,DHRS4L1
3541,3569,NQO2
8141,834,CDK2
8023,4172,MAPK10
6900,4213,PRSS8
3597,2225,GSTM4
3597,6306,PDE5A
3597,3802,PDE9A
14011,2126,GPR12
14011,6553,TRPA1
14011,5662,TRPV1
14011,11242,TRPV2
14011,5928,GLRA3
14011,6774,GPR55
14011,6512,CACNA1I
14011,6513,CACNA1H
14011,2550,HTR2A
14011,934,CHRNA7
14011,1009,CNR1
14011,2545,HTR1A
14011,5642,VDAC1
14011,1010,CNR2
14011,2130,GPR18
14011,13394,TRPV4
14011,3674,OPRD1
14011,6514,CACNA1G
14011,3677,OPRM1
14011,4058,PPARG
14011,2045,GLRA1
14011,18521,TRPV3
14011,13928,TRPM8
2477,3570,NMT1
1595,1910,GABRB3
1595,18936,GABRR3
1595,1917,GABRR2
1595,1905,GABRA3
1595,1907,GABRA5
1595,1908,GABRA6
1595,4730,SCN1A
1595,1914,GABRG3
1595,1909,GABRB1
1595,12572,GABRQ
1595,1903,GABRA1
1595,1913,GABRG1
1595,1916,GABRR1
1595,1906,GABRA4
1595,1904,GABRA2
1595,1912,GABRE
1595,1911,GABRD
1595,1915,GABRP
4119,5564,UBA1
4119,665,CAMK2A
87,855,CD52
87,582,C1QC
87,1716,FCGR2A
87,581,C1QB
87,1717,FCGR2B
87,6638,FCGR2C
87,1718,FCGR3A
87,580,C1QA
87,1714,FCGR1A
87,1719,FCGR3B
87,583,C1R
1614,1420,DRD1
1614,143,ADRA1B
1614,1421,DRD2
1614,2550,HTR2A
1614,142,ADRA1A
1614,2545,HTR1A
4723,1081,CPB1
1092,402,ATP1A2
1092,401,ATP1A1
1092,403,ATP1A3
5766,1421,DRD2
5766,923,CHRM1
5766,1422,DRD3
643,7694,TUBB4B
643,5880,TUBA1A
937,4897,SLC6A3
937,4896,SLC6A2
7363,618,CA2
7879,7163,HDAC4
1954,3794,PDE4D
1954,3792,PDE4B
6936,1661,F2
5289,6192,IKBKG
893,2305,HBA1
893,1856,FTH1
893,2309,HBB
893,1870,FTL
1675,9817,ACAD8
1015,2227,GSTP1
8382,1411,DPP4
8498,686,CASP3
1344,173,AGTR1
6043,3806,PDGFRA
5239,4174,MAP2K1
8532,834,CDK2
621,209,AR
8950,142,ADRA1A
462,924,CHRM2
462,923,CHRM1
462,926,CHRM3
2249,125,ADH1C
12010,20885,NEK5
12010,571,BTK
12010,3234,MAP3K10
12010,3073,LYN
12010,1889,FYN
12010,211,ALK
12010,5115,NEK4
12010,4175,MAP2K2
12010,1590,EPHA7
12010,4158,PRKCQ
12010,11211,TAOK3
12010,3921,PIK3CG
12010,1692,PTK2B
12010,15749,MYLK2
12010,8621,STK38L
12010,1676,FAAH
12010,18617,DCLK2
12010,5297,TEC
12010,4173,MAPK13
12010,4177,MAP2K5
12010,10678,TBK1
12010,12341,BMP2K
12010,18632,NIM1K
12010,7278,NUAK1
12010,5121,STK10
12010,6758,STK17A
12010,6241,MKNK1
12010,14328,PIP4K2C
12010,4133,PRKAA1
12010,1526,EPHA2
12010,6693,MAP3K13
12010,6247,STK16
12010,4462,RET
12010,12941,CAMK1D
12010,2810,JAK3
12010,2321,HCK
12010,4155,PKN1
12010,2673,IKBKB
12010,3920,PIK3CD
12010,136,ADORA3
12010,7263,TLK1
12010,1286,DAPK3
12010,6244,CASK
12010,4171,MAPK9
12010,3806,PDGFRA
12010,8600,MAST1
12010,5116,STK3
12010,11566,RIPK4
12010,9977,RPS6KA6
12010,18082,SIK1
12010,1142,MAPK14
12010,1925,GAK
12010,4391,RAF1
12010,7325,OXSR1
12010,5056,SRC
12010,973,CLK1
12010,5358,TIE1
12010,9088,DAPK2
12010,42,ABL2
12010,2976,LCK
12010,1588,EPHA4
12010,16768,LRRK2
12010,7986,MAP3K2
12010,12498,RIOK2
12010,1621,ERN1
12010,3914,PIK3C2B
12010,4292,PTK2
12010,3132,MARK3
12010,1591,EPHA8
12010,3510,NEK1
12010,636,DDR1
12010,3301,MST1R
12010,6606,MAP3K6
12010,3781,CDK17
12010,21793,SBK1
12010,3638,DDR2
12010,665,CAMK2A
12010,4180,EIF2AK1
12010,12983,CAMK1G
12010,2796,ITK
12010,1807,FLT3
12010,6306,PDE5A
12010,11730,UGT1A1
12010,19522,ANKK1
12010,5527,TTK
12010,462,AXL
12010,5545,TXK
12010,3809,PDGFRB
12010,1759,FGFR2
12010,1849,MTOR
12010,1587,EPHA3
12010,20783,MYLK4
12010,8880,CLASP1
12010,2749,INSRR
12010,8924,SIK3
12010,4150,PRKCD
12010,4152,PRKCG
12010,2808,JAK1
12010,1158,CSNK1A1
12010,3915,PIK3C2G
12010,9879,STK36
12010,4157,PRKD1
12010,6818,TAOK2
12010,8003,PLK2
12010,4180,EIF2AK2
12010,539,BMPR1B
12010,7973,PLK4
12010,40,ABL1
12010,2159,MKNK2
12010,5718,YES1
12010,3733,PAK2
12010,541,BMX
12010,23449,EIF2AK4
12010,668,CAMK2G
12010,12326,CDC42BPG
12010,540,BMPR2
12010,5552,TYRO3
12010,9992,STK39
12010,803,CDK1
12010,6677,DYRK1B
12010,3380,MUSK
12010,19325,MAPK15
12010,6645,LATS1
12010,1145,CSF1R
12010,976,CLK3
12010,27670,SBK3
12010,6351,TNK1
12010,12826,PAK6
12010,4163,PRKG2
12010,2211,GSK3A
12010,6431,CDKL1
12010,5118,AURKA
12010,3919,PIM1
12010,7115,ULK2
12010,3780,CDK16
12010,6710,DCLK1
12010,4168,MAPK7
12010,1737,FER
12010,7630,PAK4
12010,6393,RIPK2
12010,4138,PRKACB
12010,3925,PI4KB
12010,6561,CDKL2
12010,11003,TNNI3K
12010,5726,ZAP70
12010,14501,MAP3K19
12010,1848,FRK
12010,4154,PRKCI
12010,1609,ERBB4
12010,20163,EPHA6
12010,3634,NTRK3
12010,5548,TYK2
12010,3511,NEK2
12010,14931,NUAK2
12010,4633,RPS6KA3
12010,6503,PRPF4B
12010,2748,INSR
12010,15074,RIOK1
12010,1595,EPHB4
12010,6098,PIP4K2B
12010,1806,FLT1
12010,6402,RIOK3
12010,17691,STK35
12010,3633,NTRK2
12010,1285,DAPK1
12010,4369,MAP4K2
12010,4176,MAP2K3
12010,9368,ULK3
12010,3188,MAP3K3
12010,3820,PDPK1
12010,667,CAMK2D
12010,5678,WEE1
12010,23372,PIM3
12010,1462,DYRK1A
12010,1210,CTSL
12010,1157,CSN3
12010,13290,MARK4
12010,18994,STK32A
12010,16079,MYLK3
12010,10860,MINK1
12010,6107,ULK1
12010,6223,MAPKAPK5
12010,1592,EPHB1
12010,3969,PLK1
12010,1763,FGR
